-6.217735,3783.282181
-6.152286,494.953212
-6.086836,151.373935
-6.021386,64.975953
-5.955936,33.347293
-5.890486,19.045941
-5.825036,11.645839
-5.759587,7.446148
-5.694137,4.900621
-5.628687,3.282380
-5.563237,2.217620
-5.497787,1.500000
-5.432337,1.008823
-5.366887,0.669996
-5.301438,0.436122
-5.235988,0.275784
-5.170538,0.167503
-5.105088,0.096195
-5.039638,0.051021
-4.974188,0.024047
-4.908739,0.009376
-4.843289,0.002577
-4.777839,0.000300
-4.646939,-0.000263
-4.581489,-0.001987
-4.516039,-0.006364
-4.450590,-0.014428
-4.385140,-0.027209
-4.319690,-0.045942
-4.254240,-0.072356
-4.188790,-0.109117
-4.123340,-0.160512
-4.057891,-0.233594
-3.992441,-0.340120
-3.926991,-0.499997
-3.861541,-0.747658
-3.796091,-1.144407
-3.730641,-1.803654
-3.665191,-2.946154
-3.599742,-5.030666
-3.534292,-9.096206
-3.468842,-17.783968
-3.403392,-38.985684
-3.337942,-102.749923
-3.272492,-381.530487
-3.207043,-3319.747419
-3.076143,3783.316764
-3.010693,494.956490
-2.945243,151.374623
-2.879793,64.976177
-2.814343,33.347375
-2.748894,19.045975
-2.683444,11.645855
-2.617994,7.446159
-2.552544,4.900631
-2.487094,3.282381
-2.421644,2.217594
-2.356194,1.499987
-2.290745,1.008816
-2.225295,0.669992
-2.159845,0.436120
-2.094395,0.275783
-2.028945,0.167502
-1.963495,0.096194
-1.898046,0.051021
-1.832596,0.024047
-1.767146,0.009376
-1.701696,0.002577
-1.636246,0.000300
-1.505346,-0.000263
-1.439897,-0.001987
-1.374447,-0.006364
-1.308997,-0.014428
-1.243547,-0.027209
-1.178097,-0.045942
-1.112647,-0.072356
-1.047198,-0.109117
-0.981748,-0.160513
-0.916298,-0.233595
-0.850848,-0.340121
-0.785398,-0.500000
-0.719948,-0.747663
-0.654498,-1.144406
-0.589049,-1.803652
-0.523599,-2.946151
-0.458149,-5.030661
-0.392699,-9.096194
-0.327249,-17.783933
-0.261799,-38.985572
-0.196350,-102.749514
-0.130900,-381.528174
-0.065450,-3319.718373
0.065450,3783.282181
0.130900,494.953212
0.196350,151.373935
0.261799,64.975953
0.327249,33.347293
0.392699,19.045941
0.458149,11.645839
0.523599,7.446148
0.589049,4.900621
0.654498,3.282380
0.719948,2.217620
0.785398,1.500000
0.850848,1.008823
0.916298,0.669996
0.981748,0.436122
1.047198,0.275784
1.112647,0.167503
1.178097,0.096195
1.243547,0.051021
1.308997,0.024047
1.374447,0.009376
1.439897,0.002577
1.505346,0.000300
1.636246,-0.000263
1.701696,-0.001987
1.767146,-0.006364
1.832596,-0.014428
1.898046,-0.027209
1.963495,-0.045942
2.028945,-0.072356
2.094395,-0.109117
2.159845,-0.160512
2.225295,-0.233594
2.290745,-0.340120
2.356194,-0.499997
2.421644,-0.747658
2.487094,-1.144407
2.552544,-1.803654
2.617994,-2.946154
2.683444,-5.030666
2.748894,-9.096206
2.814343,-17.783968
2.879793,-38.985684
2.945243,-102.749923
3.010693,-381.530487
3.076143,-3319.747419
3.207043,3783.316763
3.272492,494.956490
3.337942,151.374623
3.403392,64.976177
3.468842,33.347375
3.534292,19.045975
3.599742,11.645855
3.665191,7.446159
3.730641,4.900631
3.796091,3.282381
3.861541,2.217594
3.926991,1.499987
3.992441,1.008816
4.057891,0.669992
4.123340,0.436120
4.188790,0.275783
4.254240,0.167502
4.319690,0.096194
4.385140,0.051021
4.450590,0.024047
4.516039,0.009376
4.581489,0.002577
4.646939,0.000300
4.777839,-0.000263
4.843289,-0.001987
4.908739,-0.006364
4.974188,-0.014428
5.039638,-0.027209
5.105088,-0.045942
5.170538,-0.072356
5.235988,-0.109117
5.301438,-0.160513
5.366887,-0.233595
5.432337,-0.340121
5.497787,-0.500000
5.563237,-0.747663
5.628687,-1.144406
5.694137,-1.803652
5.759587,-2.946151
5.825036,-5.030661
5.890486,-9.096194
5.955936,-17.783933
6.021386,-38.985572
6.086836,-102.749514
6.152286,-381.528174
6.217735,-3319.718373
